gs_name	oddsRatio	pval	num_pp	num_pn	num_np	num_nn	pp_genes	gs_size	FDR
REACTOME_SIGNALING_BY_ERBB2	1.38535922036715	0.374930308275272	3	93	427	18338	RPS6KB2, GSK3A, TRIB3	96	1
REACTOME_ANTIVIRAL_MECHANISM_BY_IFN_STIMULATED_GENES	1.38445884835695	0.43043988417351	2	62	428	18369	FLNB, MX1	64	1
NABA_ECM_REGULATORS	1.36356342864478	0.265122237743131	7	221	423	18210	MMP14, CTSA, HYAL1, PRSS12, ST14, PLOD3, FAM20A	228	1
PID_TCR_PATHWAY	1.36240913811007	0.438235629089681	2	63	428	18368	MAP4K1, ORAI1	65	1
Zinc_finger_PHD-type_CS	1.36240913811007	0.438235629089681	2	63	428	18368	TRIM28, AIRE	65	1
PID_LYSOPHOSPHOLIPID_PATHWAY	1.36240913811007	0.438235629089681	2	63	428	18368	IL6, GNA11	65	1
PID_BCR_5PATHWAY	1.36240913811007	0.438235629089681	2	63	428	18368	MAP4K1, VAV2	65	1
REACTOME_ADAPTIVE_IMMUNE_SYSTEM	1.34597310403439	0.165779547435392	15	482	415	17949	UBE2Q2, PVR, CD81, BTLA, HUWE1, GSK3A, RPS6KB2, LRRC41, ORAI1, CTSA, TRIB3, SPSB2, DNM2, SEC61A1, DCTN5	497	0.882353776230693
REACTOME_PI3K_CASCADE	1.34104848130841	0.445972893471894	2	64	428	18367	RPTOR, TRIB3	66	1
KEGG_DRUG_METABOLISM_CYTOCHROME_P450	1.34104848130841	0.445972893471894	2	64	428	18367	FMO5, GSTA3	66	1
PID_P75_NTR_PATHWAY	1.34104848130841	0.445972893471894	2	64	428	18367	RHOC, FURIN	66	1
REACTOME_NGF_SIGNALLING_VIA_TRKA_FROM_THE_PLASMA_MEMBRANE	1.33216872293191	0.360058425019468	4	129	426	18302	TRIB3, RPS6KB2, GSK3A, DNM2	133	1
REACTOME_SIGNALING_BY_NOTCH1	1.32034507548526	0.453650288958481	2	65	428	18366	PSEN2, ARRB1	67	1
KEGG_P53_SIGNALING_PATHWAY	1.32034507548526	0.453650288958481	2	65	428	18366	SHISA5, CASP8	67	1
PID_AP1_PATHWAY	1.30026904559615	0.46126652045748	2	66	428	18365	IL6, GATA2	68	1
PID_VEGFR1_2_PATHWAY	1.28079230018134	0.468820382800745	2	67	428	18364	MYOF, DNM2	69	1
Butyrophylin	1.28079230018134	0.468820382800745	2	67	428	18364	TRIM38, TRIML2	69	1
REACTOME_SIGNALING_BY_EGFR_IN_CANCER	1.27507130104111	0.424079178173428	3	101	427	18330	RPS6KB2, GSK3A, TRIB3	104	1
KEGG_CHEMOKINE_SIGNALING_PATHWAY	1.27128437173686	0.364563485787999	5	169	425	18262	WASL, VAV2, GSK3A, CXCL14, ARRB1	174	1
REACTOME_G_ALPHA_Q_SIGNALLING_EVENTS	1.27128437173686	0.364563485787999	5	169	425	18262	TRH, F2RL1, DAGLB, MGLL, GNA11	174	1
KEGG_REGULATION_OF_ACTIN_CYTOSKELETON	1.26435904550499	0.346164082243922	6	204	424	18227	FGD1, SLC9A1, WASL, VAV2, MYLPF, ITGAM	210	1
REACTOME_HIV_LIFE_CYCLE	1.26250172200028	0.430136212606616	3	102	427	18329	VPS37C, RANGAP1, TCEA1	105	1
REACTOME_NFKB_AND_MAP_KINASES_ACTIVATION_MEDIATED_BY_TLR4_SIGNALING_REPERTOIRE	1.2618884002199	0.47631075716304	2	68	428	18363	NFKB2, AGER	70	1
KEGG_ENDOCYTOSIS	1.2562779497764	0.373616384786702	5	171	425	18260	RAB11FIP1, ARRB1, VPS37C, LDLRAP1, DNM2	176	1
REACTOME_SIGNALING_BY_FGFR	1.25017621245538	0.436170287052241	3	103	427	18328	RPS6KB2, GSK3A, TRIB3	106	1
REACTOME_CYTOKINE_SIGNALING_IN_IMMUNE_SYSTEM	1.24903132142472	0.337269395763965	7	241	423	18190	IRF6, IL6ST, MX1, IL6, NFKB2, IL6R, FLNB	248	1
Znf_LIM	1.24353243938778	0.483736607890249	2	69	428	18362	LASP1, MICALL1	71	1
ConA-like_dom	1.22783018867925	0.370520634711529	6	210	424	18221	PTPRU, TRIM38, LAMA5, SVEP1, TRIML2, SPSB2	216	1
REACTOME_TRIF_MEDIATED_TLR3_SIGNALING	1.22570093457944	0.491096979250671	2	70	428	18361	NFKB2, AGER	72	1
KEGG_CARDIAC_MUSCLE_CONTRACTION	1.20837172568119	0.498390992343195	2	71	428	18360	CACNA2D2, SLC9A1	73	1
PID_E2F_PATHWAY	1.20837172568119	0.498390992343195	2	71	428	18360	MYBL2, TRIM28	73	1
REACTOME_TOLL_RECEPTOR_CASCADES	1.20317800783558	0.460057058285595	3	107	427	18324	NFKB2, AGER, DNM2	110	1
NABA_ECM_GLYCOPROTEINS	1.19287581699346	0.414282447078786	5	180	425	18251	MFAP5, SVEP1, LAMB3, LAMA5, VWA1	185	1
REACTOME_TRAF6_MEDIATED_INDUCTION_OF_NFKB_AND_MAP_KINASES_UPON_TLR7_8_OR_9_ACTIVATION	1.19152388369678	0.505617842131273	2	72	428	18359	NFKB2, AGER	74	1
KEGG_B_CELL_RECEPTOR_SIGNALING_PATHWAY	1.19152388369678	0.505617842131273	2	72	428	18359	CD81, VAV2	74	1
REACTOME_METABOLISM_OF_AMINO_ACIDS_AND_DERIVATIVES	1.18622034449139	0.418782165063727	5	181	425	18250	PRODH, ADI1, OAT, CTH, SMOX	186	1
REACTOME_DEVELOPMENTAL_BIOLOGY	1.18177655677656	0.349101063230885	10	364	420	18067	PLXNA3, PLXNA2, SREBF1, KLF4, WASL, DNM2, RHOC, PLXND1, FURIN, MED15	374	1
SH2	1.1809724340932	0.471837702004969	3	109	427	18322	TNS3, SOCS4, VAV2	112	1
KEGG_CYTOKINE_CYTOKINE_RECEPTOR_INTERACTION	1.16601212328182	0.41526533729879	6	221	424	18210	ACVR1, IL6R, IL6, OSMR, IL6ST, CXCL14	227	1
PID_REG_GR_PATHWAY	1.14367601246106	0.526888408747188	2	75	428	18356	IL6, SGK1	77	1
Znf_PHD-finger	1.14367601246106	0.526888408747188	2	75	428	18356	TRIM28, AIRE	77	1
REACTOME_GASTRIN_CREB_SIGNALLING_PATHWAY_VIA_PKC_AND_MAPK	1.12947368421053	0.458959064846849	5	190	425	18241	TRH, F2RL1, DAGLB, MGLL, GNA11	195	1
REACTOME_AXON_GUIDANCE	1.11983182936833	0.451630425593488	6	230	424	18201	PLXNA3, PLXNA2, WASL, DNM2, RHOC, PLXND1	236	1
KEGG_FOCAL_ADHESION	1.11758578431373	0.467787271721745	5	192	425	18239	FLNB, LAMB3, VAV2, LAMA5, MYLPF	197	1
Ig_V-set	1.09997592391959	0.497027471591916	4	156	426	18275	VSIG10, MXRA8, PVR, F11R	160	1
REACTOME_SIGNALING_BY_FGFR_IN_DISEASE	1.09974178826638	0.517723694237027	3	117	427	18314	RPS6KB2, GSK3A, TRIB3	120	1
PID_MET_PATHWAY	1.09950874670501	0.547532023228388	2	78	428	18353	RPTOR, WASL	80	1
REACTOME_MYD88_MAL_CASCADE_INITIATED_ON_PLASMA_MEMBRANE	1.08553176387082	0.554271806622294	2	79	428	18352	NFKB2, AGER	81	1
Small_GTP-bd_dom	1.07904449759353	0.511561650884619	4	159	426	18272	RHOC, ARL8A, RAB15, RASD1	163	1
Thioredoxin-like_fold	1.07207259953162	0.534371812421524	3	120	427	18311	TXNDC12, GPX2, GSTA3	123	1
REACTOME_INSULIN_RECEPTOR_SIGNALLING_CASCADE	1.07190420560748	0.560940316268271	2	80	428	18351	RPTOR, TRIB3	82	1
Ig-like_dom	1.07095503276888	0.455906302397137	11	441	419	17990	PTPRU, PVR, VSIG10, BTLA, AGER, IL6R, MERTK, MXRA8, IL6ST, MICB, F11R	452	1
ARM-type_fold	1.06952503285054	0.476925206526295	8	321	422	18110	HUWE1, RPTOR, TBCD, EIF2B5, JUP, DOCK9, PKP3, DOCK11	329	1
WD40/YVTN_repeat-like_dom	1.06614465279209	0.480330259266806	8	322	422	18109	RPTOR, WDR55, PLXNA3, RRP9, AMBRA1, PLXNA2, PLXND1, NSMAF	330	1
REACTOME_MEMBRANE_TRAFFICKING	1.06315443126173	0.539848708656771	3	121	427	18310	ARRB1, VPS37C, DNM2	124	1
KEGG_TIGHT_JUNCTION	1.05438246247169	0.545288530229718	3	122	427	18309	MYLPF, F11R, CLDN15	125	1
KEGG_SMALL_CELL_LUNG_CANCER	1.04564622749031	0.574062522700728	2	82	428	18349	LAMB3, LAMA5	84	1
PID_CMYB_PATHWAY	1.04564622749031	0.574062522700728	2	82	428	18349	TRIM28, LYZ	84	1
KEGG_TGF_BETA_SIGNALING_PATHWAY	1.03299178020493	0.580515843466361	2	83	428	18348	ACVR1, RPS6KB2	85	1
PID_PDGFRB_PATHWAY	1.02890866510539	0.561381025785743	3	125	427	18306	VAV2, WASL, DNM2	128	1
KRAB	1.02652625461161	0.516943558432141	9	376	421	18055	KRBA1, ZNF682, ZNF486, ZNF273, ZNF90, ZNF552, ZNF705D, ZNF517, ZNF66	385	1
KEGG_UBIQUITIN_MEDIATED_PROTEOLYSIS	1.01259473713327	0.57191611156063	3	127	427	18304	HUWE1, UBE2Q2, AIRE	130	1
KEGG_CALCIUM_SIGNALING_PATHWAY	1.0086164043082	0.563110148150484	4	170	426	18261	PHKA1, BST1, TNNC2, GNA11	174	1
Znf_PHD	1.00857614073667	0.593206318389877	2	85	428	18346	TRIM28, AIRE	87	1
NABA_CORE_MATRISOME	1.00466170400943	0.552900099738125	6	256	424	18175	LAMA5, SVEP1, VWA1, MFAP5, LAMB3, COL17A1	262	1
KEGG_MAPK_SIGNALING_PATHWAY	1.00069745246311	0.556633127044684	6	257	424	18174	MAP4K1, MAP3K6, ARRB1, CACNA2D2, FLNB, NFKB2	263	1
KEGG_TOLL_LIKE_RECEPTOR_SIGNALING_PATHWAY	0.996794175179309	0.599443358903083	2	86	428	18345	IL6, CASP8	88	1
Homeobox_dom	0.969390471120575	0.589264809767257	5	221	425	18210	PBX4, POU6F1, NANOG, VENTX, MSX2	226	1
Ig_sub	0.965276016287297	0.588466423318331	8	355	422	18076	PVR, VSIG10, BTLA, AGER, IL6R, MERTK, MXRA8, F11R	363	1
KEGG_PATHWAYS_IN_CANCER	0.964174135139449	0.59040057795267	7	311	423	18120	LAMA5, NFKB2, CASP8, IL6, JUP, LAMB3, DAPK2	318	1
REACTOME_ACTIVATED_TLR4_SIGNALLING	0.963036858132941	0.617721831479218	2	89	428	18342	NFKB2, AGER	91	1
Small_GTPase	0.959330979761614	0.607528968563925	3	134	427	18297	RHOC, RAB15, RASD1	137	1
ARM-like	0.95625	0.600959258751963	5	224	425	18207	TBCD, RPTOR, JUP, DOCK9, PKP3	229	1
Znf_FYVE_PHD	0.952172781680978	0.612452943798668	3	135	427	18296	TRIM28, AIRE, DNMT3L	138	1
REACTOME_CLASS_I_MHC_MEDIATED_ANTIGEN_PROCESSING_PRESENTATION	0.947683498178032	0.608650468781777	5	226	425	18205	LRRC41, UBE2Q2, HUWE1, SEC61A1, SPSB2	231	1
EGF_Ca-bd_CS	0.931481105241772	0.635353257192105	2	92	428	18339	SCUBE2, SVEP1	94	1
REACTOME_INTERFERON_SIGNALING	0.931320639446085	0.626974993630267	3	138	427	18293	FLNB, IRF6, MX1	141	1
REACTOME_TRANSLATION	0.917915690866511	0.636446670103339	3	140	427	18291	EIF2B5, EIF3C, SEC61A1	143	1
REACTOME_PLATELET_ACTIVATION_SIGNALING_AND_AGGREGATION	0.906277169187967	0.644630484927981	4	189	426	18242	DAGLB, MGLL, GNA11, ARRB1	193	1
EGF-type_Asp/Asn_hydroxyl_site	0.901918347270044	0.652342260700721	2	95	428	18336	SCUBE2, SVEP1	97	1
REACTOME_ANTIGEN_PROCESSING_UBIQUITINATION_PROTEASOME_DEGRADATION	0.901457870027181	0.648632612345162	4	190	426	18241	LRRC41, UBE2Q2, HUWE1, SPSB2	194	1
PDZ	0.886021158039247	0.659386085707915	3	145	427	18286	SCRIB, AHNAK, MAST2	148	1
REACTOME_AQUAPORIN_MEDIATED_TRANSPORT	0.874458874458874	0.684826306944107	1	49	429	18382	AQP3	50	1
SIG_INSULIN_RECEPTOR_PATHWAY_IN_CARDIAC_MYOCYTES	0.874458874458874	0.684826306944107	1	49	429	18382	GSK3A	50	1
Band_41_domain	0.874458874458874	0.684826306944107	1	49	429	18382	NF2	50	1
REACTOME_METABOLISM_OF_VITAMINS_AND_COFACTORS	0.874458874458874	0.684826306944107	1	49	429	18382	SLC25A16	50	1
Kazal_dom	0.874458874458874	0.684826306944107	1	49	429	18382	SLCO4C1	50	1
Prot-tyrosine_phosphatase-like	0.874165554072096	0.66869573638035	2	98	428	18333	TNS3, PTPRU	100	1
KEGG_GNRH_SIGNALING_PATHWAY	0.874165554072096	0.66869573638035	2	98	428	18333	MMP14, GNA11	100	1
REACTOME_DNA_REPAIR	0.865288397998678	0.674007144361486	2	99	428	18332	TCEA1, POLH	101	1
Homeobox-like	0.861070659744207	0.695292568987607	6	298	424	18133	NANOG, VENTX, POU6F1, PBX4, MYBL2, MSX2	304	1
REACTOME_RNA_POL_II_PRE_TRANSCRIPTION_EVENTS	0.856923076923077	0.692030851538632	1	50	429	18381	TCEA1	51	1
PID_KIT_PATHWAY	0.856923076923077	0.692030851538632	1	50	429	18381	MAP4K1	51	1
SMAD_FHA_domain	0.856923076923077	0.692030851538632	1	50	429	18381	IRF6	51	1
PID_AR_TF_PATHWAY	0.856923076923077	0.692030851538632	1	50	429	18381	GATA2	51	1
NABA_SECRETED_FACTORS	0.852347520842475	0.704212611067579	6	301	424	18130	SCUBE2, S100P, CXCL14, IL6, S100A13, S100A14	307	1
WD40_repeat	0.828682170542636	0.719359821322846	5	258	425	18173	RPTOR, RRP9, WDR55, AMBRA1, NSMAF	263	1
UBQ-conjugating_enzyme/RWD	0.823874843105612	0.705950737143645	1	52	429	18379	UBE2Q2	53	1
PID_CD8_TCR_PATHWAY	0.823874843105612	0.705950737143645	1	52	429	18379	ORAI1	53	1
USP_CS	0.823874843105612	0.705950737143645	1	52	429	18379	USP28	53	1
Ubiquitin_dom	0.823874843105612	0.705950737143645	1	52	429	18379	UBTD1	53	1
REACTOME_PEPTIDE_LIGAND_BINDING_RECEPTORS	0.812542614057451	0.714069511870841	3	158	427	18273	MC1R, F2RL1, TRH	161	1
KEGG_INOSITOL_PHOSPHATE_METABOLISM	0.808286053569072	0.712673471235403	1	53	429	18378	IPMK	54	1
KEGG_PATHOGENIC_ESCHERICHIA_COLI_INFECTION	0.808286053569072	0.712673471235403	1	53	429	18378	WASL	54	1
PID_TXA2PATHWAY	0.808286053569072	0.712673471235403	1	53	429	18378	GNA11	54	1
WD40_repeat_CS	0.807388095974548	0.717981430792715	3	159	427	18272	RRP9, WDR55, AMBRA1	162	1
EGF-like_dom	0.799306743890132	0.735587481047289	4	214	426	18217	SCUBE2, SVEP1, LAMA5, MUC4	218	1
Intermediate_filament_CS	0.79327462660796	0.719242855347187	1	54	429	18377	KRT8	55	1
REACTOME_GENERIC_TRANSCRIPTION_PATHWAY	0.785898252112513	0.771620062907119	6	326	424	18105	ZNF600, TRIM28, ZNF273, ZNF552, MED15, ZNF517	332	1
bHLH_dom	0.785475435136757	0.723381000970728	2	109	428	18322	BHLHE40, SREBF1	111	1
REACTOME_REGULATION_OF_APOPTOSIS	0.778809069718161	0.725662379553725	1	55	429	18376	DAPK2	56	1
Peptidase_C19_UCH	0.778809069718161	0.725662379553725	1	55	429	18376	USP28	56	1
HMG_box_dom	0.778809069718161	0.725662379553725	1	55	429	18376	SOX15	56	1
REACTOME_ACTIVATION_OF_THE_MRNA_UPON_BINDING_OF_THE_CAP_BINDING_COMPLEX_AND_EIFS_AND_SUBSEQUENT_BINDING_TO_43S	0.778809069718161	0.725662379553725	1	55	429	18376	EIF3C	56	1
KEGG_RNA_DEGRADATION	0.778809069718161	0.725662379553725	1	55	429	18376	ENO2	56	1
KEGG_NATURAL_KILLER_CELL_MEDIATED_CYTOTOXICITY	0.771238528247874	0.732463888597123	2	111	428	18320	VAV2, MICB	113	1
WHTH_DNA-bd_dom	0.766668771974147	0.763698663009921	4	223	426	18208	ELF3, EIF3C, IRF6, LARP6	227	1
PID_ATF2_PATHWAY	0.76486013986014	0.731935454638764	1	56	429	18375	IL6	57	1
Ig_sub2	0.763204225352113	0.766673961808187	4	224	426	18207	VSIG10, AGER, F11R, IL6R	228	1
Cadherin-like	0.757505582664792	0.741292377707138	2	113	428	18318	PCDHB3, DAG1	115	1
USP_dom	0.751400646137488	0.738065413938379	1	57	429	18374	USP28	58	1
REACTOME_ER_PHAGOSOME_PATHWAY	0.751400646137488	0.738065413938379	1	57	429	18374	SEC61A1	58	1
Znf_NHR/GATA	0.751400646137488	0.738065413938379	1	57	429	18374	GATA2	58	1
Laminin_G	0.751400646137488	0.738065413938379	1	57	429	18374	LAMA5	58	1
REACTOME_INTERFERON_GAMMA_SIGNALING	0.738405272888031	0.744055515112853	1	58	429	18373	IRF6	59	1
Ankyrin_rpt	0.736563056499919	0.789433066072077	4	232	426	18199	DGKZ, NFKB2, ANKDD1B, RIPK4	236	1
EGF-like_Ca-bd_dom	0.731448198737918	0.758203950762885	2	117	428	18314	SCUBE2, SVEP1	119	1
BACK	0.725850420765675	0.749908941789455	1	59	429	18372	KLHL18	60	1
WD40_repeat_dom	0.725770308123249	0.815016109022084	5	294	425	18137	RPTOR, RRP9, WDR55, AMBRA1, NSMAF	299	1
Homeobox_CS	0.724566347795022	0.781459056242632	3	177	427	18254	VENTX, NANOG, MSX2	180	1
PID_IL12_2PATHWAY	0.713714063714064	0.755628805349572	1	60	429	18371	NFKB2	61	1
REACTOME_DIABETES_PATHWAYS	0.713045171339564	0.770253506417224	2	120	428	18311	KLF4, GSK3A	122	1
REACTOME_HIV_INFECTION	0.712373145979703	0.79080835750043	3	180	427	18251	VPS37C, RANGAP1, TCEA1	183	1
Ankyrin_rpt-contain_dom	0.702795649065863	0.817792109631837	4	243	426	18188	DGKZ, NFKB2, ANKDD1B, RIPK4	247	1
Kelch_1	0.701975620008407	0.761218146501903	1	61	429	18370	KLHL18	62	1
PID_MYC_REPRESS_PATHWAY	0.701975620008407	0.761218146501903	1	61	429	18370	CFLAR	62	1
EGF-like_CS	0.685443775125549	0.811335911325076	3	187	427	18244	SCUBE2, LAMB3, SVEP1	190	1
Cadherin_N	0.67961667961668	0.772017080564735	1	63	429	18368	PCDHB3	64	1
KEGG_METABOLISM_OF_XENOBIOTICS_BY_CYTOCHROME_P450	0.67961667961668	0.772017080564735	1	63	429	18368	GSTA3	64	1
KEGG_NEUROACTIVE_LIGAND_RECEPTOR_INTERACTION	0.674646031657667	0.840781174496482	4	253	426	18178	MC1R, F2RL1, GABRQ, ADRA2C	257	1
Znf_RING/FYVE/PHD	0.659736964874484	0.900831517398582	7	451	423	17980	TRIM38, FGD1, AIRE, DNMT3L, EXPH5, TRIM28, RNF125	458	1
SIG_PIP3_SIGNALING_IN_CARDIAC_MYOCTES	0.658633674018289	0.782328716059576	1	65	429	18366	GSK3A	66	1
REACTOME_BIOLOGICAL_OXIDATIONS	0.652778768638082	0.810060733788057	2	131	428	18300	SMOX, GSTA3	133	1
REACTOME_PHASE_II_CONJUGATION	0.648619057709967	0.787308692245466	1	66	429	18365	GSTA3	67	1
IF	0.648619057709967	0.787308692245466	1	66	429	18365	KRT8	67	1
REACTOME_PHASE1_FUNCTIONALIZATION_OF_COMPOUNDS	0.648619057709967	0.787308692245466	1	66	429	18365	SMOX	67	1
KEGG_COMPLEMENT_AND_COAGULATION_CASCADES	0.648619057709967	0.787308692245466	1	66	429	18365	F3	67	1
PID_TELOMERASE_PATHWAY	0.648619057709967	0.787308692245466	1	66	429	18365	HUS1	67	1
RNaseH-like_dom	0.648619057709967	0.787308692245466	1	66	429	18365	ESRP2	67	1
AAA+_ATPase	0.647798074199943	0.813356960461616	2	132	428	18299	ABCC2, ABCC10	134	1
PID_P53_DOWNSTREAM_PATHWAY	0.647798074199943	0.813356960461616	2	132	428	18299	CASP10, PRDM1	134	1
KEGG_PPAR_SIGNALING_PATHWAY	0.638903385172042	0.79217499330258	1	67	429	18364	GK	68	1
KEGG_ADHERENS_JUNCTION	0.638903385172042	0.79217499330258	1	67	429	18364	WASL	68	1
KEGG_LONG_TERM_DEPRESSION	0.629473467708762	0.796930208179821	1	68	429	18363	GNA11	69	1
KEGG_LEISHMANIA_INFECTION	0.629473467708762	0.796930208179821	1	68	429	18363	ITGAM	69	1
REACTOME_ANTIGEN_PROCESSING_CROSS_PRESENTATION	0.602777504185955	0.810554349940022	1	71	429	18360	SEC61A1	72	1
Tyr_Pase_AS	0.594373219373219	0.814889952119869	1	72	429	18359	PTPRU	73	1
REACTOME_UNFOLDED_PROTEIN_RESPONSE	0.586199188938915	0.819126556382072	1	73	429	18358	GSK3A	74	1
PID_BETA_CATENIN_NUC_PATHWAY	0.578246078246078	0.82326641802184	1	74	429	18357	KLF4	75	1
REACTOME_PLATELET_HOMEOSTASIS	0.578246078246078	0.82326641802184	1	74	429	18357	ORAI1	75	1
KEGG_PURINE_METABOLISM	0.573355077463464	0.862064577506953	2	149	428	18282	ENTPD6, CANT1	151	1
PID_P73PATHWAY	0.570505050505051	0.827311741144223	1	75	429	18356	BIN1	76	1
KEGG_PHOSPHATIDYLINOSITOL_SIGNALING_SYSTEM	0.570505050505051	0.827311741144223	1	75	429	18356	DGKZ	76	1
KEGG_FC_EPSILON_RI_SIGNALING_PATHWAY	0.562967734020366	0.831264679738481	1	76	429	18355	VAV2	77	1
PID_MYC_ACTIV_PATHWAY	0.562967734020366	0.831264679738481	1	76	429	18355	HUWE1	77	1
L_dom-like	0.558023551142923	0.924545146856692	4	305	426	18126	SCRIB, LRRC41, RANGAP1, NLRP12	309	1
REACTOME_MITOTIC_PROMETAPHASE	0.555626191989828	0.835127338826502	1	77	429	18354	RANGAP1	78	1
KEGG_ALZHEIMERS_DISEASE	0.554587935429057	0.874004660648813	2	154	428	18277	PSEN2, CASP8	156	1
MetalloPept_cat_dom	0.541500693399428	0.84259000021372	1	79	429	18352	MMP14	80	1
PID_SMAD2_3NUCLEAR_PATHWAY	0.541500693399428	0.84259000021372	1	79	429	18352	MED15	80	1
Collagen	0.541500693399428	0.84259000021372	1	79	429	18352	COL17A1	80	1
TYR_PHOSPHATASE_dom	0.541500693399428	0.84259000021372	1	79	429	18352	PTPRU	80	1
REACTOME_TRANSCRIPTION	0.540429433337277	0.882864260683607	2	158	428	18273	TCEA1, LZTS1	160	1
IQ_motif_EF-hand-BS	0.534702797202797	0.846193977604359	1	80	429	18351	IQCF1	81	1
ST_INTEGRIN_SIGNALING_PATHWAY	0.534702797202797	0.846193977604359	1	80	429	18351	TNK2	81	1
REACTOME_RNA_POL_I_RNA_POL_III_AND_MITOCHONDRIAL_TRANSCRIPTION	0.528072750294972	0.849715627740386	1	81	429	18350	LZTS1	82	1
REACTOME_L1CAM_INTERACTIONS	0.528072750294972	0.849715627740386	1	81	429	18350	DNM2	82	1
Znf_RING_CS	0.52697011653398	0.891145364056191	2	162	428	18269	RNF125, TRIM38	164	1
Leu-rich_rpt	0.521512211441954	0.924352863489622	3	245	427	18186	SCRIB, RANGAP1, NLRP12	248	1
KEGG_HUNTINGTONS_DISEASE	0.50494939998894	0.904343425580192	2	169	428	18262	CASP8, REST	171	1
KEGG_ERBB_SIGNALING_PATHWAY	0.503112573700809	0.863015848387121	1	85	429	18346	RPS6KB2	86	1
BTB/POZ_dom	0.496060638991524	0.909529728611712	2	172	428	18259	KLHL18, HIC2	174	1
REACTOME_REGULATION_OF_INSULIN_SECRETION	0.491493181148354	0.869218798535152	1	87	429	18344	GNA11	88	1
WNT_SIGNALING	0.491493181148354	0.869218798535152	1	87	429	18344	GSK3A	88	1
Homeobox_metazoa	0.491493181148354	0.869218798535152	1	87	429	18344	MSX2	88	1
G-protein_beta_WD-40_rep	0.491493181148354	0.869218798535152	1	87	429	18344	RRP9	88	1
KEGG_GAP_JUNCTION	0.491493181148354	0.869218798535152	1	87	429	18344	GNA11	88	1
REACTOME_CLASS_A1_RHODOPSIN_LIKE_RECEPTORS	0.487217762840338	0.943070034929496	3	262	427	18169	TRH, F2RL1, MC1R	265	1
Ubiquitin-rel_dom	0.473805815160955	0.922102268770779	2	180	428	18251	UBTD1, NF2	182	1
SKP1/BTB/POZ	0.473805815160955	0.922102268770779	2	180	428	18251	KLHL18, HIC2	182	1
REACTOME_RNA_POL_II_TRANSCRIPTION	0.464654910307084	0.8835275184809	1	92	429	18339	TCEA1	93	1
Znf_RING	0.448931292674077	0.960946211091564	3	284	427	18147	RNF125, TRIM38, TRIM28	287	1
PID_CXCR4_PATHWAY	0.431635704362977	0.900973883760277	1	99	429	18332	RHOC	100	1
KEGG_MELANOGENESIS	0.427296037296037	0.903243551142275	1	100	429	18331	MC1R	101	1
REACTOME_3_UTR_MEDIATED_TRANSLATIONAL_REGULATION	0.414782628374861	0.909745849291859	1	103	429	18328	EIF3C	104	1
KEGG_T_CELL_RECEPTOR_SIGNALING_PATHWAY	0.410771920387305	0.911814905361861	1	104	429	18327	VAV2	105	1
REACTOME_SRP_DEPENDENT_COTRANSLATIONAL_PROTEIN_TARGETING_TO_MEMBRANE	0.406837606837607	0.913836636567404	1	105	429	18326	SEC61A1	106	1
Cadherin_CS	0.399189595451278	0.917742419766544	1	107	429	18324	PCDHB3	108	1
REACTOME_CELL_CYCLE_CHECKPOINTS	0.388239033693579	0.923272370133306	1	110	429	18321	HUS1	111	1
REACTOME_G_ALPHA_S_SIGNALLING_EVENTS	0.384720384720385	0.925031990417999	1	111	429	18320	MC1R	112	1
Cadherin	0.381264568764569	0.926751348459838	1	112	429	18319	PCDHB3	113	1
KEGG_VASCULAR_SMOOTH_MUSCLE_CONTRACTION	0.377869917692927	0.928431363386823	1	113	429	18318	GNA11	114	1
REACTOME_INTEGRATION_OF_ENERGY_METABOLISM	0.374534821903243	0.930072933460973	1	114	429	18317	GNA11	115	1
REACTOME_HOST_INTERACTIONS_OF_HIV_FACTORS	0.371257727779467	0.931676936387514	1	115	429	18316	RANGAP1	116	1
REACTOME_TCA_CYCLE_AND_RESPIRATORY_ELECTRON_TRANSPORT	0.371257727779467	0.931676936387514	1	115	429	18316	NNT	116	1
REACTOME_GPCR_LIGAND_BINDING	0.354683186581712	0.989661584678346	3	358	427	18073	MC1R, F2RL1, TRH	361	1
KEGG_SPLICEOSOME	0.349822308838702	0.941922721923666	1	122	429	18309	PQBP1	123	1
REACTOME_CELL_CYCLE	0.347746302653107	0.990920645030958	3	365	427	18066	HUS1, MYBL2, RANGAP1	368	1
KEGG_NEUROTROPHIN_SIGNALING_PATHWAY	0.346959273788542	0.94325548045483	1	123	429	18308	ARHGDIB	124	1
REACTOME_MITOTIC_G1_G1_S_PHASES	0.333315122377622	0.949475258308988	1	128	429	18303	MYBL2	129	1
REACTOME_CELL_CYCLE_MITOTIC	0.286293887345289	0.992094460299612	2	296	428	18135	MYBL2, RANGAP1	298	1
REACTOME_MITOTIC_M_M_G1_PHASES	0.267874682969023	0.975419144728477	1	159	429	18272	RANGAP1	160	1
Leu-rich_rpt_typical-subtyp	0.250390785684903	0.980969978455462	1	170	429	18261	SCRIB	171	1
REACTOME_DNA_REPLICATION	0.237684103605891	0.98456726779316	1	179	429	18252	RANGAP1	180	1
RRM_dom	0.202253302253302	0.992506741253891	1	210	429	18221	ESRP2	211	1
TPR-like_helical_dom	0.194745621351126	0.993782559600942	1	218	429	18213	SNX21	219	1
REACTOME_APC_C_CDC20_MEDIATED_DEGRADATION_OF_MITOTIC_PROTEINS	0	1	0	65	430	18366		65	1
